Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Riva del Garda",PM10,2021-08-19,4,12,µg/mc
"Riva del Garda",PM10,2021-08-19,5,8,µg/mc
"Riva del Garda",PM10,2021-08-19,6,8,µg/mc
"Riva del Garda",PM10,2021-08-19,7,10,µg/mc
"Riva del Garda",PM10,2021-08-19,8,11,µg/mc
"Riva del Garda",PM10,2021-08-19,9,10,µg/mc
"Riva del Garda",PM10,2021-08-19,10,10,µg/mc
"Riva del Garda",PM10,2021-08-19,11,9,µg/mc
"Riva del Garda",PM10,2021-08-19,12,11,µg/mc
"Riva del Garda",PM10,2021-08-19,13,11,µg/mc
"Riva del Garda",PM10,2021-08-19,14,12,µg/mc
"Riva del Garda",PM10,2021-08-19,15,10,µg/mc
"Riva del Garda",PM10,2021-08-19,16,10,µg/mc
"Riva del Garda",PM10,2021-08-19,17,13,µg/mc
"Riva del Garda",PM10,2021-08-19,18,13,µg/mc
"Riva del Garda",PM10,2021-08-19,19,11,µg/mc
"Riva del Garda",PM10,2021-08-19,20,21,µg/mc
"Riva del Garda",PM10,2021-08-19,21,16,µg/mc
"Riva del Garda",PM10,2021-08-19,22,16,µg/mc
"Riva del Garda",PM10,2021-08-19,23,16,µg/mc
"Riva del Garda",PM10,2021-08-19,24,11,µg/mc
"Riva del Garda",PM10,2021-08-20,1,13,µg/mc
"Riva del Garda",PM10,2021-08-20,2,11,µg/mc
"Riva del Garda",PM10,2021-08-20,3,12,µg/mc
"Riva del Garda",PM10,2021-08-20,4,13,µg/mc
"Riva del Garda",PM10,2021-08-20,5,12,µg/mc
"Riva del Garda",PM10,2021-08-20,6,13,µg/mc
"Riva del Garda",PM10,2021-08-20,7,13,µg/mc
"Riva del Garda",PM10,2021-08-20,8,34,µg/mc
"Riva del Garda",PM10,2021-08-20,9,13,µg/mc
"Riva del Garda",PM10,2021-08-20,10,13,µg/mc
"Riva del Garda",PM10,2021-08-20,11,14,µg/mc
"Riva del Garda",PM10,2021-08-20,12,13,µg/mc
"Riva del Garda",PM10,2021-08-20,13,15,µg/mc
"Riva del Garda",PM10,2021-08-20,14,18,µg/mc
"Riva del Garda",PM10,2021-08-20,15,17,µg/mc
"Riva del Garda",PM10,2021-08-20,16,16,µg/mc
"Riva del Garda",PM10,2021-08-20,17,17,µg/mc
"Riva del Garda",PM10,2021-08-20,18,18,µg/mc
"Riva del Garda",PM10,2021-08-20,19,14,µg/mc
"Riva del Garda",PM10,2021-08-20,20,15,µg/mc
"Riva del Garda",PM10,2021-08-20,21,25,µg/mc
"Riva del Garda",PM10,2021-08-20,22,20,µg/mc
"Riva del Garda",PM10,2021-08-20,23,17,µg/mc
"Riva del Garda",PM10,2021-08-20,24,17,µg/mc
"Riva del Garda",PM10,2021-08-21,1,16,µg/mc
"Riva del Garda",PM10,2021-08-21,2,13,µg/mc
"Riva del Garda",PM10,2021-08-21,3,13,µg/mc
"Riva del Garda",PM10,2021-08-21,4,13,µg/mc
"Riva del Garda",PM10,2021-08-21,5,13,µg/mc
"Riva del Garda",PM10,2021-08-21,6,13,µg/mc
"Riva del Garda",PM10,2021-08-21,7,14,µg/mc
"Riva del Garda",PM10,2021-08-21,8,13,µg/mc
"Riva del Garda",PM10,2021-08-21,9,13,µg/mc
"Riva del Garda",PM10,2021-08-21,10,13,µg/mc
"Riva del Garda",PM10,2021-08-21,11,15,µg/mc
"Riva del Garda",PM10,2021-08-21,12,17,µg/mc
"Riva del Garda",PM10,2021-08-21,13,18,µg/mc
"Riva del Garda",PM10,2021-08-21,14,17,µg/mc
"Riva del Garda",PM10,2021-08-21,15,17,µg/mc
"Riva del Garda",PM10,2021-08-21,16,19,µg/mc
"Riva del Garda",PM10,2021-08-21,17,20,µg/mc
"Riva del Garda",PM10,2021-08-21,18,17,µg/mc
"Riva del Garda",PM10,2021-08-21,19,16,µg/mc
