Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Riva del Garda",PM10,2022-02-17,19,59,µg/mc
"Riva del Garda",PM10,2022-02-17,20,61,µg/mc
"Riva del Garda",PM10,2022-02-17,21,62,µg/mc
"Riva del Garda",PM10,2022-02-17,22,57,µg/mc
"Riva del Garda",PM10,2022-02-17,23,56,µg/mc
"Riva del Garda",PM10,2022-02-17,24,50,µg/mc
"Riva del Garda",PM10,2022-02-18,1,41,µg/mc
"Riva del Garda",PM10,2022-02-18,2,33,µg/mc
"Riva del Garda",PM10,2022-02-18,3,26,µg/mc
"Riva del Garda",PM10,2022-02-18,4,21,µg/mc
"Riva del Garda",PM10,2022-02-18,5,18,µg/mc
"Riva del Garda",PM10,2022-02-18,6,15,µg/mc
"Riva del Garda",PM10,2022-02-18,7,16,µg/mc
"Riva del Garda",PM10,2022-02-18,8,17,µg/mc
"Riva del Garda",PM10,2022-02-18,9,18,µg/mc
"Riva del Garda",PM10,2022-02-18,10,14,µg/mc
"Riva del Garda",PM10,2022-02-18,11,16,µg/mc
"Riva del Garda",PM10,2022-02-18,12,23,µg/mc
"Riva del Garda",PM10,2022-02-18,13,50,µg/mc
"Riva del Garda",PM10,2022-02-18,14,53,µg/mc
"Riva del Garda",PM10,2022-02-18,15,58,µg/mc
"Riva del Garda",PM10,2022-02-18,16,66,µg/mc
"Riva del Garda",PM10,2022-02-18,17,68,µg/mc
"Riva del Garda",PM10,2022-02-18,18,61,µg/mc
"Riva del Garda",PM10,2022-02-18,19,63,µg/mc
"Riva del Garda",PM10,2022-02-18,20,68,µg/mc
"Riva del Garda",PM10,2022-02-18,21,68,µg/mc
"Riva del Garda",PM10,2022-02-18,22,66,µg/mc
"Riva del Garda",PM10,2022-02-18,23,69,µg/mc
"Riva del Garda",PM10,2022-02-18,24,66,µg/mc
"Riva del Garda",PM10,2022-02-19,1,65,µg/mc
"Riva del Garda",PM10,2022-02-19,2,61,µg/mc
"Riva del Garda",PM10,2022-02-19,3,58,µg/mc
"Riva del Garda",PM10,2022-02-19,4,56,µg/mc
"Riva del Garda",PM10,2022-02-19,5,57,µg/mc
"Riva del Garda",PM10,2022-02-19,6,57,µg/mc
"Riva del Garda",PM10,2022-02-19,7,59,µg/mc
"Riva del Garda",PM10,2022-02-19,8,60,µg/mc
"Riva del Garda",PM10,2022-02-19,9,64,µg/mc
"Riva del Garda",PM10,2022-02-19,10,69,µg/mc
"Riva del Garda",PM10,2022-02-19,11,70,µg/mc
"Riva del Garda",PM10,2022-02-19,12,64,µg/mc
"Riva del Garda",PM10,2022-02-19,13,68,µg/mc
"Riva del Garda",PM10,2022-02-19,14,66,µg/mc
"Riva del Garda",PM10,2022-02-19,15,63,µg/mc
"Riva del Garda",PM10,2022-02-19,16,70,µg/mc
"Riva del Garda",PM10,2022-02-19,17,93,µg/mc
"Riva del Garda",PM10,2022-02-19,18,104,µg/mc
"Riva del Garda",PM10,2022-02-19,19,110,µg/mc
"Riva del Garda",PM10,2022-02-19,20,93,µg/mc
"Riva del Garda",PM10,2022-02-19,21,81,µg/mc
"Riva del Garda",PM10,2022-02-19,22,65,µg/mc
"Riva del Garda",PM10,2022-02-19,23,59,µg/mc
"Riva del Garda",PM10,2022-02-19,24,79,µg/mc
"Riva del Garda",PM10,2022-02-20,1,87,µg/mc
"Riva del Garda",PM10,2022-02-20,2,81,µg/mc
"Riva del Garda",PM10,2022-02-20,3,71,µg/mc
"Riva del Garda",PM10,2022-02-20,4,69,µg/mc
"Riva del Garda",PM10,2022-02-20,5,67,µg/mc
"Riva del Garda",PM10,2022-02-20,6,67,µg/mc
"Riva del Garda",PM10,2022-02-20,7,60,µg/mc
"Riva del Garda",PM10,2022-02-20,8,53,µg/mc
"Riva del Garda",PM10,2022-02-20,9,43,µg/mc
"Riva del Garda",PM10,2022-02-20,10,26,µg/mc
"Riva del Garda",PM10,2022-02-20,11,24,µg/mc
"Riva del Garda",PM10,2022-02-20,12,22,µg/mc
"Riva del Garda",PM10,2022-02-20,13,20,µg/mc
"Riva del Garda",PM10,2022-02-20,14,19,µg/mc
"Riva del Garda",PM10,2022-02-20,15,27,µg/mc
"Riva del Garda",PM10,2022-02-20,16,50,µg/mc
"Riva del Garda",PM10,2022-02-20,17,50,µg/mc
"Riva del Garda",PM10,2022-02-20,18,43,µg/mc
"Riva del Garda",PM10,2022-02-20,19,43,µg/mc
"Riva del Garda",PM10,2022-02-20,20,51,µg/mc
"Riva del Garda",PM10,2022-02-20,21,58,µg/mc
"Riva del Garda",PM10,2022-02-20,22,61,µg/mc
"Riva del Garda",PM10,2022-02-20,23,74,µg/mc
"Riva del Garda",PM10,2022-02-20,24,68,µg/mc
"Riva del Garda",PM10,2022-02-21,1,66,µg/mc
"Riva del Garda",PM10,2022-02-21,2,63,µg/mc
"Riva del Garda",PM10,2022-02-21,3,62,µg/mc
"Riva del Garda",PM10,2022-02-21,4,57,µg/mc
"Riva del Garda",PM10,2022-02-21,5,56,µg/mc
"Riva del Garda",PM10,2022-02-21,6,52,µg/mc
"Riva del Garda",PM10,2022-02-21,7,53,µg/mc
"Riva del Garda",PM10,2022-02-21,8,57,µg/mc
"Riva del Garda",PM10,2022-02-21,9,58,µg/mc
"Riva del Garda",PM10,2022-02-21,10,59,µg/mc
"Riva del Garda",PM10,2022-02-21,11,60,µg/mc
"Riva del Garda",PM10,2022-02-21,12,63,µg/mc
"Riva del Garda",PM10,2022-02-21,13,65,µg/mc
"Riva del Garda",PM10,2022-02-21,14,25,µg/mc
"Riva del Garda",PM10,2022-02-21,15,15,µg/mc
"Riva del Garda",PM10,2022-02-21,16,13,µg/mc
"Riva del Garda",PM10,2022-02-21,17,12,µg/mc
"Riva del Garda",PM10,2022-02-21,18,10,µg/mc
"Riva del Garda",PM10,2022-02-21,19,10,µg/mc
"Riva del Garda",PM10,2022-02-21,20,10,µg/mc
"Riva del Garda",PM10,2022-02-21,21,13,µg/mc
"Riva del Garda",PM10,2022-02-21,22,12,µg/mc
"Riva del Garda",PM10,2022-02-21,23,8,µg/mc
"Riva del Garda",PM10,2022-02-21,24,3,µg/mc
"Riva del Garda",PM10,2022-02-22,1,2,µg/mc
"Riva del Garda",PM10,2022-02-22,2,1,µg/mc
"Riva del Garda",PM10,2022-02-22,3,2,µg/mc
"Riva del Garda",PM10,2022-02-22,4,2,µg/mc
"Riva del Garda",PM10,2022-02-22,5,3,µg/mc
"Riva del Garda",PM10,2022-02-22,6,3,µg/mc
"Riva del Garda",PM10,2022-02-22,7,4,µg/mc
"Riva del Garda",PM10,2022-02-22,8,6,µg/mc
"Riva del Garda",PM10,2022-02-22,9,7,µg/mc
"Riva del Garda",PM10,2022-02-22,10,7,µg/mc
"Riva del Garda",PM10,2022-02-22,11,4,µg/mc
"Riva del Garda",PM10,2022-02-22,12,3,µg/mc
"Riva del Garda",PM10,2022-02-22,13,3,µg/mc
"Riva del Garda",PM10,2022-02-22,14,3,µg/mc
"Riva del Garda",PM10,2022-02-22,15,4,µg/mc
"Riva del Garda",PM10,2022-02-22,16,4,µg/mc
"Riva del Garda",PM10,2022-02-22,17,9,µg/mc
"Riva del Garda",PM10,2022-02-22,18,14,µg/mc
"Riva del Garda",PM10,2022-02-22,19,13,µg/mc
"Riva del Garda",PM10,2022-02-22,20,18,µg/mc
"Riva del Garda",PM10,2022-02-22,21,20,µg/mc
"Riva del Garda",PM10,2022-02-22,22,27,µg/mc
"Riva del Garda",PM10,2022-02-22,23,20,µg/mc
"Riva del Garda",PM10,2022-02-22,24,16,µg/mc
"Riva del Garda",PM10,2022-02-23,1,14,µg/mc
"Riva del Garda",PM10,2022-02-23,2,12,µg/mc
"Riva del Garda",PM10,2022-02-23,3,10,µg/mc
"Riva del Garda",PM10,2022-02-23,4,8,µg/mc
"Riva del Garda",PM10,2022-02-23,5,7,µg/mc
"Riva del Garda",PM10,2022-02-23,6,7,µg/mc
"Riva del Garda",PM10,2022-02-23,7,9,µg/mc
"Riva del Garda",PM10,2022-02-23,8,13,µg/mc
"Riva del Garda",PM10,2022-02-23,9,14,µg/mc
"Riva del Garda",PM10,2022-02-23,10,13,µg/mc
"Riva del Garda",PM10,2022-02-23,11,11,µg/mc
"Riva del Garda",PM10,2022-02-23,12,9,µg/mc
"Riva del Garda",PM10,2022-02-23,13,10,µg/mc
"Riva del Garda",PM10,2022-02-23,14,10,µg/mc
"Riva del Garda",PM10,2022-02-23,15,9,µg/mc
"Riva del Garda",PM10,2022-02-23,16,14,µg/mc
"Riva del Garda",PM10,2022-02-23,17,19,µg/mc
"Riva del Garda",PM10,2022-02-23,18,22,µg/mc
"Riva del Garda",PM10,2022-02-23,19,32,µg/mc
"Riva del Garda",PM10,2022-02-23,20,38,µg/mc
"Riva del Garda",PM10,2022-02-23,21,55,µg/mc
"Riva del Garda",PM10,2022-02-23,22,48,µg/mc
"Riva del Garda",PM10,2022-02-23,23,41,µg/mc
"Riva del Garda",PM10,2022-02-23,24,35,µg/mc
"Riva del Garda",PM10,2022-02-24,1,29,µg/mc
"Riva del Garda",PM10,2022-02-24,2,26,µg/mc
"Riva del Garda",PM10,2022-02-24,3,22,µg/mc
"Riva del Garda",PM10,2022-02-24,4,19,µg/mc
"Riva del Garda",PM10,2022-02-24,5,16,µg/mc
"Riva del Garda",PM10,2022-02-24,6,14,µg/mc
"Riva del Garda",PM10,2022-02-24,7,15,µg/mc
"Riva del Garda",PM10,2022-02-24,8,18,µg/mc
"Riva del Garda",PM10,2022-02-24,9,20,µg/mc
"Riva del Garda",PM10,2022-02-24,10,18,µg/mc
