Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Riva del Garda",PM10,2021-05-25,14,5,µg/mc
"Riva del Garda",PM10,2021-05-25,15,4,µg/mc
"Riva del Garda",PM10,2021-05-25,16,3,µg/mc
"Riva del Garda",PM10,2021-05-25,17,4,µg/mc
"Riva del Garda",PM10,2021-05-25,18,4,µg/mc
"Riva del Garda",PM10,2021-05-25,19,4,µg/mc
"Riva del Garda",PM10,2021-05-25,20,5,µg/mc
"Riva del Garda",PM10,2021-05-25,21,5,µg/mc
"Riva del Garda",PM10,2021-05-25,22,7,µg/mc
"Riva del Garda",PM10,2021-05-25,23,8,µg/mc
"Riva del Garda",PM10,2021-05-25,24,8,µg/mc
"Riva del Garda",PM10,2021-05-26,1,7,µg/mc
"Riva del Garda",PM10,2021-05-26,2,8,µg/mc
"Riva del Garda",PM10,2021-05-26,3,9,µg/mc
"Riva del Garda",PM10,2021-05-26,4,8,µg/mc
"Riva del Garda",PM10,2021-05-26,5,8,µg/mc
"Riva del Garda",PM10,2021-05-26,6,8,µg/mc
"Riva del Garda",PM10,2021-05-26,7,8,µg/mc
"Riva del Garda",PM10,2021-05-26,8,7,µg/mc
"Riva del Garda",PM10,2021-05-26,9,6,µg/mc
"Riva del Garda",PM10,2021-05-26,10,5,µg/mc
"Riva del Garda",PM10,2021-05-26,11,8,µg/mc
"Riva del Garda",PM10,2021-05-26,12,9,µg/mc
"Riva del Garda",PM10,2021-05-26,13,11,µg/mc
"Riva del Garda",PM10,2021-05-26,14,12,µg/mc
"Riva del Garda",PM10,2021-05-26,15,12,µg/mc
"Riva del Garda",PM10,2021-05-26,16,14,µg/mc
"Riva del Garda",PM10,2021-05-26,17,17,µg/mc
"Riva del Garda",PM10,2021-05-26,18,17,µg/mc
"Riva del Garda",PM10,2021-05-26,19,16,µg/mc
"Riva del Garda",PM10,2021-05-26,20,17,µg/mc
"Riva del Garda",PM10,2021-05-26,21,17,µg/mc
"Riva del Garda",PM10,2021-05-26,22,17,µg/mc
"Riva del Garda",PM10,2021-05-26,23,18,µg/mc
"Riva del Garda",PM10,2021-05-26,24,18,µg/mc
"Riva del Garda",PM10,2021-05-27,1,22,µg/mc
"Riva del Garda",PM10,2021-05-27,2,23,µg/mc
"Riva del Garda",PM10,2021-05-27,3,24,µg/mc
"Riva del Garda",PM10,2021-05-27,4,22,µg/mc
"Riva del Garda",PM10,2021-05-27,5,22,µg/mc
"Riva del Garda",PM10,2021-05-27,6,22,µg/mc
"Riva del Garda",PM10,2021-05-27,7,21,µg/mc
"Riva del Garda",PM10,2021-05-27,8,17,µg/mc
"Riva del Garda",PM10,2021-05-27,9,16,µg/mc
"Riva del Garda",PM10,2021-05-27,10,14,µg/mc
"Riva del Garda",PM10,2021-05-27,11,15,µg/mc
"Riva del Garda",PM10,2021-05-27,12,19,µg/mc
"Riva del Garda",PM10,2021-05-27,13,30,µg/mc
"Riva del Garda",PM10,2021-05-27,14,24,µg/mc
"Riva del Garda",PM10,2021-05-27,15,26,µg/mc
"Riva del Garda",PM10,2021-05-27,16,31,µg/mc
"Riva del Garda",PM10,2021-05-27,17,29,µg/mc
"Riva del Garda",PM10,2021-05-27,18,22,µg/mc
"Riva del Garda",PM10,2021-05-27,19,20,µg/mc
"Riva del Garda",PM10,2021-05-27,20,18,µg/mc
"Riva del Garda",PM10,2021-05-27,21,17,µg/mc
"Riva del Garda",PM10,2021-05-27,22,16,µg/mc
"Riva del Garda",PM10,2021-05-27,23,13,µg/mc
"Riva del Garda",PM10,2021-05-27,24,12,µg/mc
"Riva del Garda",PM10,2021-05-28,1,11,µg/mc
"Riva del Garda",PM10,2021-05-28,2,10,µg/mc
"Riva del Garda",PM10,2021-05-28,3,9,µg/mc
"Riva del Garda",PM10,2021-05-28,4,9,µg/mc
"Riva del Garda",PM10,2021-05-28,5,9,µg/mc
"Riva del Garda",PM10,2021-05-28,6,8,µg/mc
"Riva del Garda",PM10,2021-05-28,7,8,µg/mc
"Riva del Garda",PM10,2021-05-28,8,7,µg/mc
"Riva del Garda",PM10,2021-05-28,9,6,µg/mc
"Riva del Garda",PM10,2021-05-28,10,6,µg/mc
"Riva del Garda",PM10,2021-05-28,11,5,µg/mc
"Riva del Garda",PM10,2021-05-28,12,5,µg/mc
"Riva del Garda",PM10,2021-05-28,13,5,µg/mc
"Riva del Garda",PM10,2021-05-28,14,7,µg/mc
"Riva del Garda",PM10,2021-05-28,15,8,µg/mc
"Riva del Garda",PM10,2021-05-28,16,10,µg/mc
"Riva del Garda",PM10,2021-05-28,17,12,µg/mc
"Riva del Garda",PM10,2021-05-28,18,13,µg/mc
"Riva del Garda",PM10,2021-05-28,19,14,µg/mc
"Riva del Garda",PM10,2021-05-28,20,14,µg/mc
"Riva del Garda",PM10,2021-05-28,21,14,µg/mc
"Riva del Garda",PM10,2021-05-28,22,14,µg/mc
"Riva del Garda",PM10,2021-05-28,23,14,µg/mc
"Riva del Garda",PM10,2021-05-28,24,14,µg/mc
"Riva del Garda",PM10,2021-05-29,1,14,µg/mc
"Riva del Garda",PM10,2021-05-29,2,13,µg/mc
"Riva del Garda",PM10,2021-05-29,3,11,µg/mc
"Riva del Garda",PM10,2021-05-29,4,12,µg/mc
"Riva del Garda",PM10,2021-05-29,5,12,µg/mc
"Riva del Garda",PM10,2021-05-29,6,14,µg/mc
"Riva del Garda",PM10,2021-05-29,7,13,µg/mc
"Riva del Garda",PM10,2021-05-29,8,12,µg/mc
"Riva del Garda",PM10,2021-05-29,9,11,µg/mc
"Riva del Garda",PM10,2021-05-29,10,10,µg/mc
"Riva del Garda",PM10,2021-05-29,11,11,µg/mc
"Riva del Garda",PM10,2021-05-29,12,11,µg/mc
"Riva del Garda",PM10,2021-05-29,13,10,µg/mc
"Riva del Garda",PM10,2021-05-29,14,11,µg/mc
"Riva del Garda",PM10,2021-05-29,15,10,µg/mc
"Riva del Garda",PM10,2021-05-29,16,12,µg/mc
"Riva del Garda",PM10,2021-05-29,17,13,µg/mc
"Riva del Garda",PM10,2021-05-29,18,12,µg/mc
"Riva del Garda",PM10,2021-05-29,19,12,µg/mc
"Riva del Garda",PM10,2021-05-29,20,12,µg/mc
"Riva del Garda",PM10,2021-05-29,21,12,µg/mc
"Riva del Garda",PM10,2021-05-29,22,13,µg/mc
"Riva del Garda",PM10,2021-05-29,23,12,µg/mc
"Riva del Garda",PM10,2021-05-29,24,11,µg/mc
"Riva del Garda",PM10,2021-05-30,1,11,µg/mc
"Riva del Garda",PM10,2021-05-30,2,10,µg/mc
"Riva del Garda",PM10,2021-05-30,3,9,µg/mc
"Riva del Garda",PM10,2021-05-30,4,9,µg/mc
"Riva del Garda",PM10,2021-05-30,5,9,µg/mc
"Riva del Garda",PM10,2021-05-30,6,9,µg/mc
"Riva del Garda",PM10,2021-05-30,7,8,µg/mc
"Riva del Garda",PM10,2021-05-30,8,6,µg/mc
"Riva del Garda",PM10,2021-05-30,9,5,µg/mc
"Riva del Garda",PM10,2021-05-30,10,5,µg/mc
"Riva del Garda",PM10,2021-05-30,11,4,µg/mc
"Riva del Garda",PM10,2021-05-30,12,6,µg/mc
"Riva del Garda",PM10,2021-05-30,13,7,µg/mc
"Riva del Garda",PM10,2021-05-30,14,7,µg/mc
"Riva del Garda",PM10,2021-05-30,15,7,µg/mc
"Riva del Garda",PM10,2021-05-30,16,8,µg/mc
"Riva del Garda",PM10,2021-05-30,17,9,µg/mc
"Riva del Garda",PM10,2021-05-30,18,10,µg/mc
"Riva del Garda",PM10,2021-05-30,19,9,µg/mc
"Riva del Garda",PM10,2021-05-30,20,9,µg/mc
"Riva del Garda",PM10,2021-05-30,21,8,µg/mc
"Riva del Garda",PM10,2021-05-30,22,9,µg/mc
"Riva del Garda",PM10,2021-05-30,23,9,µg/mc
"Riva del Garda",PM10,2021-05-30,24,8,µg/mc
"Riva del Garda",PM10,2021-05-31,1,9,µg/mc
"Riva del Garda",PM10,2021-05-31,2,10,µg/mc
"Riva del Garda",PM10,2021-05-31,3,10,µg/mc
"Riva del Garda",PM10,2021-05-31,4,8,µg/mc
"Riva del Garda",PM10,2021-05-31,5,8,µg/mc
"Riva del Garda",PM10,2021-05-31,6,9,µg/mc
"Riva del Garda",PM10,2021-05-31,7,9,µg/mc
"Riva del Garda",PM10,2021-05-31,8,8,µg/mc
"Riva del Garda",PM10,2021-05-31,9,9,µg/mc
"Riva del Garda",PM10,2021-05-31,10,8,µg/mc
"Riva del Garda",PM10,2021-05-31,11,6,µg/mc
"Riva del Garda",PM10,2021-05-31,12,8,µg/mc
"Riva del Garda",PM10,2021-05-31,13,9,µg/mc
"Riva del Garda",PM10,2021-05-31,14,10,µg/mc
"Riva del Garda",PM10,2021-05-31,15,10,µg/mc
"Riva del Garda",PM10,2021-05-31,16,12,µg/mc
"Riva del Garda",PM10,2021-05-31,17,14,µg/mc
"Riva del Garda",PM10,2021-05-31,18,14,µg/mc
"Riva del Garda",PM10,2021-05-31,19,13,µg/mc
"Riva del Garda",PM10,2021-05-31,20,14,µg/mc
"Riva del Garda",PM10,2021-05-31,21,14,µg/mc
"Riva del Garda",PM10,2021-05-31,22,14,µg/mc
"Riva del Garda",PM10,2021-05-31,23,15,µg/mc
"Riva del Garda",PM10,2021-05-31,24,14,µg/mc
"Riva del Garda",PM10,2021-06-01,1,16,µg/mc
"Riva del Garda",PM10,2021-06-01,2,15,µg/mc
"Riva del Garda",PM10,2021-06-01,3,15,µg/mc
"Riva del Garda",PM10,2021-06-01,4,17,µg/mc
"Riva del Garda",PM10,2021-06-01,5,17,µg/mc
"Riva del Garda",PM10,2021-06-01,6,16,µg/mc
"Riva del Garda",PM10,2021-06-01,7,17,µg/mc
"Riva del Garda",PM10,2021-06-01,8,17,µg/mc
"Riva del Garda",PM10,2021-06-01,9,15,µg/mc
"Riva del Garda",PM10,2021-06-01,10,14,µg/mc
"Riva del Garda",PM10,2021-06-01,11,15,µg/mc
"Riva del Garda",PM10,2021-06-01,12,12,µg/mc
"Riva del Garda",PM10,2021-06-01,13,13,µg/mc
"Riva del Garda",PM10,2021-06-01,14,13,µg/mc
"Riva del Garda",PM10,2021-06-01,15,16,µg/mc
"Riva del Garda",PM10,2021-06-01,16,21,µg/mc
"Riva del Garda",PM10,2021-06-01,17,23,µg/mc
"Riva del Garda",PM10,2021-06-01,18,20,µg/mc
"Riva del Garda",PM10,2021-06-01,19,18,µg/mc
"Riva del Garda",PM10,2021-06-01,20,18,µg/mc
"Riva del Garda",PM10,2021-06-01,21,18,µg/mc
"Riva del Garda",PM10,2021-06-01,22,17,µg/mc
"Riva del Garda",PM10,2021-06-01,23,17,µg/mc
"Riva del Garda",PM10,2021-06-01,24,16,µg/mc
"Riva del Garda",PM10,2021-06-02,1,15,µg/mc
"Riva del Garda",PM10,2021-06-02,2,14,µg/mc
"Riva del Garda",PM10,2021-06-02,3,14,µg/mc
"Riva del Garda",PM10,2021-06-02,4,14,µg/mc
"Riva del Garda",PM10,2021-06-02,5,14,µg/mc
"Riva del Garda",PM10,2021-06-02,6,14,µg/mc
"Riva del Garda",PM10,2021-06-02,7,15,µg/mc
"Riva del Garda",PM10,2021-06-02,8,15,µg/mc
"Riva del Garda",PM10,2021-06-02,9,13,µg/mc
"Riva del Garda",PM10,2021-06-02,10,12,µg/mc
"Riva del Garda",PM10,2021-06-02,11,11,µg/mc
"Riva del Garda",PM10,2021-06-02,12,11,µg/mc
"Riva del Garda",PM10,2021-06-02,13,11,µg/mc
"Riva del Garda",PM10,2021-06-02,14,12,µg/mc
"Riva del Garda",PM10,2021-06-02,15,12,µg/mc
"Riva del Garda",PM10,2021-06-02,16,15,µg/mc
